1, 1.0, 0.023219568729400633, 9.05
2, 1.0, 0.05238688468933105, 26.71
3, 1.0, 0.2550833225250244, 46.72
4, 1.0, 0.45546221017837524, 68.7
5, 1.0, 0.6956405735015869, 105.2
6, 1.0, 0.8901357769966125, 134.58
7, 0.99, 1.1477039623260499, 174.09
8, 0.96, 1.3139664101600648, 198.27
9, 0.93, 1.5384213018417359, 232.32
10, 0.85, 1.6566945958137511, 250.18
11, 0.75, 2.0370361399650574, 295.28
12, 0.61, 1.6011148333549499, 319.56
13, 0.57, 1.997255926132202, 343.08
14, 0.41, 2.109642264842987, 360.96
15, 0.36, 2.123344566822052, 372.4
16, 0.34, 2.1611118507385254, 378.34
17, 0.14, 2.3612769293785094, 389.34
18, 0.15, 2.080095295906067, 391.31
19, 0.12, 2.389545052051544, 393.68
20, 0.09, 2.2899498033523558, 395.11
