1, 1.0, 0.11785893440246582, 8.77
2, 0.98, 0.36397054433822634, 27.45
3, 0.88, 0.581277780532837, 44.3
4, 0.61, 0.8373315215110779, 60.29
5, 0.44, 0.5325943040847778, 70.69
6, 0.19, 0.4912257790565491, 78.1
7, 0.1, 1.0242298769950866, 79.81
8, 0.05, 0.49511262893676755, 80.63
9, 0.02, 0.4537846755981445, 80.67
10, 0.0, 0.3750500297546387, 81.0
11, 0.0, 0.3343534445762634, 81.0
12, 0.0, 0.3367194676399231, 81.0
13, 0.0, 0.33642818450927736, 81.0
14, 0.0, 0.3395318675041199, 81.0
15, 0.0, 0.3368389630317688, 81.0
16, 0.0, 0.34808514833450316, 81.0
17, 0.0, 1.060690438747406, 81.0
18, 0.0, 0.34819501161575317, 81.0
19, 0.0, 0.3402691698074341, 81.0
20, 0.0, 0.3844521641731262, 81.0
