1, 1.0, 0.017825284004211427, 7.39
2, 1.0, 0.15501161575317382, 26.2
3, 1.0, 0.2623304319381714, 47.02
4, 0.95, 0.2447226119041443, 75.14
5, 0.79, 0.43953365325927735, 100.01
6, 0.71, 0.767916784286499, 115.24
7, 0.46, 0.8800913548469543, 132.36
8, 0.38, 0.7848594570159912, 134.8
9, 0.15, 0.9626125311851501, 145.01
10, 0.1, 0.8503138136863708, 147.54
11, 0.03, 0.5157841873168946, 149.63
12, 0.06, 0.7027002668380737, 148.83
13, 0.01, 0.8473911809921265, 149.93
14, 0.0, 0.6920977902412414, 150.0
15, 0.0, 0.8682832407951355, 150.0
16, 0.0, 0.4012766337394714, 150.0
17, 0.0, 0.716460976600647, 150.0
18, 0.0, 0.6834560942649841, 150.0
19, 0.0, 0.4044847846031189, 150.0
20, 0.0, 0.4024763584136963, 150.0
