1, 1.0, 0.09364908218383788, 9.44
2, 1.0, 0.30687451124191284, 29.54
3, 1.0, 0.41885790348052976, 41.45
4, 1.0, 0.7667153048515319, 73.8
5, 0.99, 0.9429120516777039, 104.94
6, 1.0, 0.8237792205810547, 130.3
7, 0.97, 1.2547276663780211, 168.27
8, 0.98, 1.405376260280609, 194.99
9, 0.96, 1.5059773230552673, 210.48
10, 0.87, 1.9025807404518127, 259.31
11, 0.91, 2.0278666615486145, 267.19
12, 0.68, 2.286587929725647, 316.2
13, 0.53, 2.5135621666908263, 341.73
14, 0.43, 2.534040868282318, 358.3
15, 0.4, 2.757634816169739, 366.03
16, 0.24, 2.9208744072914126, 381.02
17, 0.19, 2.897049882411957, 390.14
18, 0.12, 3.38760870218277, 392.02
19, 0.07, 3.8265546631813048, 394.74
20, 0.04, 6.753809602260589, 397.78
