1, 1.0, 0.05498106956481934, 8.51
2, 0.97, 0.0913570261001587, 24.03
3, 0.9, 0.22936420202255248, 43.64
4, 0.69, 0.3189613604545593, 60.66
5, 0.47, 0.3609051775932312, 68.74
6, 0.23, 0.515163643360138, 78.29
7, 0.08, 0.47322614431381227, 79.11
8, 0.01, 0.422806990146637, 80.59
9, 0.02, 0.4236132264137268, 80.77
10, 0.03, 0.44375866651535034, 80.7
11, 0.0, 0.5479001140594483, 81.0
12, 0.0, 0.5535670328140259, 81.0
13, 0.0, 0.4614890170097351, 81.0
14, 0.0, 0.4253730010986328, 81.0
15, 0.0, 0.4253253173828125, 81.0
16, 0.0, 0.509982886314392, 81.0
17, 0.0, 0.5785341429710388, 81.0
18, 0.0, 0.5816769242286682, 81.0
19, 0.0, 0.5688089227676392, 81.0
20, 0.0, 0.43939603567123414, 81.0
