1, 1.0, 0.03586481094360352, 7.03
2, 1.0, 0.1032003903388977, 27.83
3, 1.0, 0.33459542989730834, 50.06
4, 1.0, 0.22267338752746582, 77.6
5, 1.0, 0.28395474433898926, 100.51
6, 1.0, 0.8738172602653503, 132.44
7, 0.99, 1.139828553199768, 172.79
8, 1.0, 1.2837033700942992, 194.45
9, 0.99, 1.6953984689712525, 256.67
10, 0.97, 1.9256011605262757, 291.27
11, 0.97, 2.167323269844055, 334.24
12, 0.94, 1.956746633052826, 371.36
13, 0.92, 2.389041302204132, 399.39
14, 0.87, 2.571216244697571, 435.22
15, 0.86, 2.8776158690452576, 495.86
16, 0.74, 3.217874221801758, 549.9
17, 0.73, 3.4145010709762573, 571.45
18, 0.61, 3.6245636105537415, 607.5
19, 0.53, 3.6266115069389344, 616.88
20, 0.39, 3.8163000893592836, 647.3
