1, 1.0, 0.043107683658599856, 7.23
2, 1.0, 0.18307438373565674, 29.3
3, 0.99, 0.32129712581634523, 50.39
4, 0.92, 0.46602381467819215, 69.66
5, 0.83, 0.6766178226470947, 101.56
6, 0.69, 0.7979454183578492, 118.64
7, 0.51, 0.8406979942321777, 126.61
8, 0.29, 0.9297651314735412, 141.58
9, 0.23, 0.9331462979316711, 144.01
10, 0.07, 0.9615987205505371, 148.57
11, 0.08, 0.9605539989471436, 148.11
12, 0.05, 0.9697013330459595, 149.28
13, 0.01, 0.9707105946540833, 149.73
14, 0.0, 0.9577842497825623, 150.0
15, 0.0, 0.9201086139678956, 150.0
16, 0.0, 0.9242424488067627, 150.0
17, 0.0, 0.920486159324646, 150.0
18, 0.0, 0.917401385307312, 150.0
19, 0.0, 1.0467533326148988, 150.0
20, 0.0, 1.011109778881073, 150.0
