1, 1.0, 0.09305494308471679, 9.28
2, 1.0, 0.25050321102142337, 26.91
3, 1.0, 0.47064399003982543, 48.88
4, 1.0, 0.6925583052635192, 71.41
5, 1.0, 1.7091601395606995, 105.69
6, 1.0, 2.639180796146393, 138.35
7, 1.0, 3.003383183479309, 167.75
8, 1.0, 1.8867051196098328, 192.75
9, 1.0, 2.103895592689514, 243.71
10, 1.0, 2.0710987091064452, 278.89
11, 0.98, 2.084515023231506, 323.8
12, 0.99, 2.731049017906189, 360.73
13, 0.91, 4.018482270240784, 417.5
14, 0.91, 3.437064538002014, 443.91
15, 0.81, 4.27098470211029, 486.09
16, 0.79, 3.570744333267212, 532.68
17, 0.69, 3.7943748521804808, 562.89
18, 0.65, 3.714932367801666, 591.57
19, 0.5, 3.949487798213959, 631.84
20, 0.49, 4.058221502304077, 637.99
