1, 1.0, 0.06428858280181884, 9.03
2, 0.98, 0.19479873657226562, 26.73
3, 0.92, 0.2902983236312866, 42.36
4, 0.72, 0.4412314748764038, 59.83
5, 0.37, 0.5325344610214233, 72.04
6, 0.24, 0.5510967922210693, 76.51
7, 0.12, 0.5914839172363281, 79.05
8, 0.02, 0.6148863053321838, 80.79
9, 0.01, 0.6737773489952087, 80.95
10, 0.0, 0.5995545792579651, 81.0
11, 0.01, 0.6018612384796143, 80.92
12, 0.0, 0.6037636160850525, 81.0
13, 0.0, 0.5998967361450195, 81.0
14, 0.0, 0.5999044418334961, 81.0
15, 0.0, 0.6059637951850891, 81.0
16, 0.0, 0.6065399527549744, 81.0
17, 0.0, 0.6355231666564941, 81.0
18, 0.0, 0.6988009595870972, 81.0
19, 0.0, 0.7329747724533081, 81.0
20, 0.0, 0.6629834055900574, 81.0
